treatment,timepoint,Material,description,Order,Order_rep_rel_abund,st_dev_Order_abund
no UV,T6,PS,PS_no UV_T6, Bacillales,0.013552134121725547,0.013496752326001718
no UV,T1,PS,PS_no UV_T1, Rhizobiales,0.1002490303973065,0.05924416069509514
no UV,T6,PP,PP_no UV_T6, Sphingomonadales,0.02125751377327201,0.0064909392300133845
UV,T6,PP,PP_UV_T6, Alteromonadales,0.010832275521103092,0.004854173924758738
NA,NA,negative_c,negative_c_, Cytophagales,0.00924009074622811,0.012127192822944869
UV,T6,PET,PET_UV_T6, Bdellovibrionales,0.016691972889192695,0.007062968173897378
UV,T1,PE,PE_UV_T1, Flavobacteriales,0.05021446098375409,0.01451630819102825
UV,T6,PP,PP_UV_T6, Sphingomonadales,0.02994655814852501,0.009981657960547346
no UV,T6,Nylon,Nylon_no UV_T6, Nostocales,0.005854103987802593,0.008281753509952253
UV,T6,PET,PET_UV_T6, Lactobacillales,0.015718707680402396,0.02223296322565489
UV,T6,PS,PS_UV_T6, Planctomycetales,6.508131508131508e-4,9.221776856224448e-4
no UV,T6,Nylon,Nylon_no UV_T6, Cytophagales,0.008047198421560165,0.005947416014596164
NA,NA,negative_c,negative_c_, Parvibaculales,0.0012759941578501554,0.0021206853584950745
no UV,T1,PP,PP_no UV_T1, Chitinophagales,0.0306076903282938,0.011210070450107308
no UV,T6,PS,PS_no UV_T6, Verrucomicrobiales,0.008449848189629034,0.009307811557413682
no UV,T6,Nylon,Nylon_no UV_T6, Opitutales,0.006416685011700056,0.009077260119615158
no UV,T6,PET,PET_no UV_T6, Verrucomicrobiales,0.010826878830410728,0.00522860955996686
UV,T6,PS,PS_UV_T6, Bacteroidales,0.004629582865816754,0.002819784222546432
UV,T6,PS,PS_UV_T6, Oligoflexales,0.0014379317501260042,0.0020374049653497698
UV,T1,PP,PP_UV_T1, Bacillales,0.004637194666320984,0.004380837569283608
no UV,T6,PS,PS_no UV_T6, Phormidesmiales,0.003990019940306633,0.004212208451391945
no UV,T1,PP,PP_no UV_T1, Lactobacillales,0.009798166991643391,0.0037354918970761066
UV,T6,PET,PET_UV_T6, Chitinophagales,0.07747096800994992,0.034678657300398645
no UV,T6,PET,PET_no UV_T6, Myxococcales,0.004073725657620313,0.003559052166724256
no UV,T1,PP,PP_no UV_T1, Cytophagales,0.01515898778892569,0.00562256260093341
no UV,T6,PET,PET_no UV_T6, Phycisphaerales,0.0038172765009701613,0.0034240722461530235
NA,NA,negative_c,negative_c_, Steroidobacterales,0.002867836693352567,0.003456233202595472
no UV,T6,PS,PS_no UV_T6, Betaproteobacteriales,0.010226458731086784,0.001595618580658371
no UV,T6,PP,PP_no UV_T6, Micrococcales,0.00249030668834689,0.0018061065744310698
UV,T6,PP,PP_UV_T6, Microtrichales,0.01781775318984699,0.0025072014345352595
no UV,T6,PE,PE_no UV_T6, Candidatus Kaiserbacteria,0.005271703260872971,0.0065777747571206585
no UV,T6,PS,PS_no UV_T6, Balneolales,0.003325607438424367,0.003359168372405091
no UV,T6,PET,PET_no UV_T6, Pirellulales,0.004153226119398465,0.004009542425391359
UV,T1,PET,PET_UV_T1, Xanthomonadales,0.01781977335205112,0.01013145033381255
no UV,T6,Nylon,Nylon_no UV_T6, Lactobacillales,0.003437956190753896,0.002326493993018323
NA,NA,negative_c,negative_c_, Vibrionales,0.003440507579234527,0.005433352872807904
UV,T6,PS,PS_UV_T6, Phormidesmiales,0.0032290017336268338,0.0031339020452055247
no UV,T6,PET,PET_no UV_T6, Alteromonadales,0.017205996276852594,0.005337460517335541
no UV,T1,PP,PP_no UV_T1, Acetobacterales,0.0026021619941216435,0.002807915813543085
no UV,T6,PP,PP_no UV_T6, Chromatiales,0.0010818849260031736,0.0013804685480124802
UV,T6,PP,PP_UV_T6, Pirellulales,0.007835956328265146,4.4978428529510953e-4
no UV,T1,PS,PS_no UV_T1, Bacteroidales,0.015208298998483012,0.015789640315851672
no UV,T6,Nylon,Nylon_no UV_T6, Sphingomonadales,0.01625796907148574,0.0036096210456826334
no UV,T6,PP,PP_no UV_T6, Planctomycetales,0.0015067956483741673,0.0021350725964703154
UV,T6,PP,PP_UV_T6, Phycisphaerales,0.0059799318327491535,0.003658919676894908
no UV,T6,PET,PET_no UV_T6, Bacteroidales,0.009186612281986611,0.001845527327647581
NA,NA,negative_c,negative_c_, Ga0077536,6.319767654416938e-4,0.001091963099846257
no UV,T6,PE,PE_no UV_T6, Alteromonadales,0.013752435583590203,0.009686389892201525
UV,T6,PS,PS_UV_T6, Verrucomicrobiales,0.00677814177482681,0.005450702997709564
UV,T6,PS,PS_UV_T6, Nostocales,0.002444770383152336,0.002454972389553985
no UV,T6,PE,PE_no UV_T6, Planctomycetales,0.0014792242008697587,0.0020960048953688414
UV,T6,PP,PP_UV_T6, Phormidesmiales,0.007749853361831966,0.006513890101836548
UV,T6,PP,PP_UV_T6, Bacillales,0.0041053812857369445,0.004038874863172982
no UV,T6,PP,PP_no UV_T6, Selenomonadales,0.0015871795122410022,0.002088463434643375
UV,T1,Nylon,Nylon_UV_T1, Vibrionales,0.004769809768313633,0.0034741812621798176
NA,NA,negative_c,negative_c_, Blastocatellales,8.068269938800155e-4,0.0013723149584424583
no UV,T6,PET,PET_no UV_T6, Clostridiales,0.0030671735608884566,0.0028610718504135783
no UV,T6,PET,PET_no UV_T6, Selenomonadales,0.002088201660617511,0.0029702830389770687
no UV,T1,PE,PE_no UV_T1, Puniceispirillales,0.002794929296412199,0.0020517065746130016
UV,T6,PP,PP_UV_T6, Arenicellales,0.009396544942939084,0.006038849765456261
UV,T6,PET,PET_UV_T6, Pseudomonadales,0.027506179020389397,0.0083358369078244
UV,T6,PS,PS_UV_T6, Thermoanaerobaculales,9.846485125227585e-4,7.537654180057972e-4
no UV,T6,PE,PE_no UV_T6, Cytophagales,0.007646292890297816,0.005842266127938957
UV,T6,Nylon,Nylon_UV_T6, Cytophagales,0.020550634920855234,0.008436611010622106
UV,T6,PS,PS_UV_T6, Ardenticatenales,0.002667642065364636,0.002060677121098077
UV,T6,PET,PET_UV_T6, Oceanospirillales,0.04778008706478443,0.02597909347978606
no UV,T6,Nylon,Nylon_no UV_T6, Bdellovibrionales,0.006771598443787774,0.004933404276064151
no UV,T6,Nylon,Nylon_no UV_T6, HOC36,0.0032088188782951814,0.004561049245506087
no UV,T1,Nylon,Nylon_no UV_T1, Xanthomonadales,0.010864162503925488,0.008964874630342267
no UV,T6,PE,PE_no UV_T6, Opitutales,0.004604870569437072,0.0046832572112082615
no UV,T6,PP,PP_no UV_T6, Corynebacteriales,0.003386941936664958,0.003659451738162485
no UV,T6,Nylon,Nylon_no UV_T6, Alteromonadales,0.006300842263803303,0.0026362811638318434
no UV,T6,PP,PP_no UV_T6, Bdellovibrionales,0.007287046247637763,0.006185332174124094
no UV,T6,PET,PET_no UV_T6, Ectothiorhodospirales,0.001199971420489554,0.0015993080365063759
no UV,T6,Nylon,Nylon_no UV_T6, Balneolales,0.0012311555740364781,0.0017446665915750044
UV,T6,PET,PET_UV_T6, Cytophagales,0.04004936307644396,0.010987073402360522
no UV,T6,PET,PET_no UV_T6, WCHB1-41,0.003115187512285756,0.002854743742174798
UV,T1,PE,PE_UV_T1, Xanthomonadales,0.012634330730339692,0.003628330605222421
UV,T1,PE,PE_UV_T1, Chitinophagales,0.016382002111376456,0.010420105672787089
UV,T6,PP,PP_UV_T6, Fusobacteriales,0.0018064351273522617,0.0017394829036898806
UV,T6,Nylon,Nylon_UV_T6, Pirellulales,0.004797426613801899,0.0037011619748014753
no UV,T6,PP,PP_no UV_T6, Bradymonadales,0.0012048158292396018,8.540808193938115e-4
no UV,T1,PE,PE_no UV_T1, Micrococcales,0.008271623222974622,0.002594411601148391
UV,T6,PE,PE_UV_T6, Rhodospirillales,0.005984019444427875,0.0023395938239345495
no UV,T6,PP,PP_no UV_T6, Fusobacteriales,0.002223009445674617,0.0012848589861913045
UV,T1,PET,PET_UV_T1, Pasteurellales,0.031385281385281384,0.04445052431469105
no UV,T6,PET,PET_no UV_T6, Vibrionales,0.013808868826030725,0.009918736418283397
no UV,T6,PET,PET_no UV_T6, Microtrichales,0.007433181387185875,0.00619552106949004
UV,T6,PS,PS_UV_T6, Opitutales,0.002752660676257825,0.0029931761588097273
UV,T6,PET,PET_UV_T6, Verrucomicrobiales,0.020807787219861533,0.013136236155741613
no UV,T6,PET,PET_no UV_T6, Fusobacteriales,0.0024185252274935443,6.291987691817243e-4
UV,T6,PET,PET_UV_T6, Balneolales,0.0015482321716325947,0.0021939948149631446
no UV,T1,PS,PS_no UV_T1, Corynebacteriales,0.026172438936667795,0.028089439998551853
no UV,T6,PP,PP_no UV_T6, Lentisphaerales,0.0013719724802441697,0.0010339149333729964
UV,T6,PP,PP_UV_T6, Obscuribacterales,0.00190835737297567,0.0016083805926171589
no UV,T6,PP,PP_no UV_T6, Fibrobacterales,6.243323112782163e-4,8.89407727722648e-4
UV,T6,PS,PS_UV_T6, Lentisphaerales,5.703755703755704e-4,8.088458559765516e-4
no UV,T6,PP,PP_no UV_T6, Clostridiales,0.0024589617332610955,0.0031231079255283328
UV,T6,Nylon,Nylon_UV_T6, Oxyphotobacteria Incertae Sedis,0.0011305863691291396,0.0011305250308371263
no UV,T1,Nylon,Nylon_no UV_T1, Bdellovibrionales,0.0018407937861985363,0.0026038249260857188
no UV,T1,PP,PP_no UV_T1, SAR11 clade,0.00370655197570042,0.0035551760433019486
no UV,T6,PET,PET_no UV_T6, Tenderiales,0.0021674772679213363,0.0031409729678249475
no UV,T1,PE,PE_no UV_T1, Vibrionales,0.00927504996122913,0.007794806985728077
UV,T1,Nylon,Nylon_UV_T1, Rhodobacterales,0.00727851400498043,0.00585037562369249
no UV,T6,PE,PE_no UV_T6, Lactobacillales,0.005004125385016214,0.0023418408689171192
UV,T6,PS,PS_UV_T6, Microtrichales,0.002236585071460105,0.0017321718810863697
no UV,T1,PS,PS_no UV_T1, Nostocales,0.00400728854645856,0.004272289297589549
UV,T1,Nylon,Nylon_UV_T1, Enterobacteriales,0.0026180632638873793,3.73713681315163e-4
UV,T1,PS,PS_UV_T1, Micrococcales,0.006255422352854602,0.0013182337203579645
no UV,T1,PP,PP_no UV_T1, Phormidesmiales,0.009072184810892418,0.004661499993826992
UV,T6,PS,PS_UV_T6, Myxococcales,0.0016343006084369638,0.0011861279015843958
UV,T6,PE,PE_UV_T6, SAR86 clade,0.003137769813312802,0.0026917528344160085
UV,T6,PE,PE_UV_T6, 1-20,8.926044456055563e-4,0.0013066391153709704
no UV,T6,Nylon,Nylon_no UV_T6, Verrucomicrobiales,0.00531798096980007,0.002534881259990925
no UV,T6,PET,PET_no UV_T6, Deinococcales,9.529491705198958e-4,0.0013575468401628042
UV,T6,PS,PS_UV_T6, SepB-3,8.522827109947985e-4,0.0013033948906582171
no UV,T6,Nylon,Nylon_no UV_T6, Nitrosococcales,0.0033990118444700234,0.0033365587186872784
UV,T6,PET,PET_UV_T6, Rhizobiales,0.07736302979732537,0.02508092264633028
UV,T6,PE,PE_UV_T6, Nostocales,0.0030621028409956066,0.0017158359388071672
no UV,T6,PP,PP_no UV_T6, Vibrionales,0.009178698815602666,0.0035785169806172986
UV,T6,PET,PET_UV_T6, SS1-B-02-17,0.003440628781871791,0.00407324960289538
UV,T6,PE,PE_UV_T6, Candidatus Kaiserbacteria,0.003317049004392822,0.0035246855062743498
UV,T6,PS,PS_UV_T6, Desulfobacterales,9.783865516321266e-4,0.0013860559702094833
no UV,T6,PS,PS_no UV_T6, Reyranellales,0.0011920511749189701,0.0016508436416082307
UV,T6,PS,PS_UV_T6, Micrococcales,0.003337720697996032,0.003032863701610775
UV,T1,PS,PS_UV_T1, Lactobacillales,0.0051007932317647465,0.001371901127371302
no UV,T6,Nylon,Nylon_no UV_T6, Bacteroidales,0.004471132923893036,0.004740968184564251
UV,T6,PP,PP_UV_T6, Gammaproteobacteria Incertae Sedis,0.004184475123999155,0.0018560724899030912
no UV,T6,PP,PP_no UV_T6, Ardenticatenales,0.0024233687056855616,0.0017796837515319124
UV,T6,PET,PET_UV_T6, Fusobacteriales,0.0048830645528533875,0.0017792441178991723
no UV,T1,PE,PE_no UV_T1, Corynebacteriales,0.007087086790154261,0.0032709042096943923
no UV,T1,PP,PP_no UV_T1, Spirochaetales,0.0014357146393385813,0.002065117442904521
no UV,T6,PS,PS_no UV_T6, Rhodothermales,0.0035981706353720964,0.005082381982722217
UV,T6,PE,PE_UV_T6,unassigned,0.014325098152730276,0.00396761544734644
no UV,T6,PP,PP_no UV_T6, Synechococcales,0.002396657135362258,0.001140922193738449
no UV,T1,PE,PE_no UV_T1, Rhizobiales,0.011772066968831199,0.0047210941216486325
UV,T1,Nylon,Nylon_UV_T1, Corynebacteriales,0.011405053130781015,0.005371456687263601
no UV,T1,PET,PET_no UV_T1, Deinococcales,0.011312217194570135,0.016115093210423655
no UV,T6,PP,PP_no UV_T6, Bacillales,0.0017743370416362168,0.0019493714186508786
UV,T1,PET,PET_UV_T1, Fusobacteriales,0.014187022556775829,0.014785126232509853
UV,T6,PS,PS_UV_T6, Piscirickettsiales,3.266253266253266e-4,4.638072096505125e-4
no UV,T6,PS,PS_no UV_T6, Opitutales,0.0031951518924924578,0.004001284996007434
no UV,T6,PET,PET_no UV_T6, Rickettsiales,0.003890540712454004,0.0034099210727669537
no UV,T6,Nylon,Nylon_no UV_T6, Oxyphotobacteria Incertae Sedis,0.0012311555740364781,0.0017479049160935704
UV,T6,Nylon,Nylon_UV_T6, WCHB1-41,8.590867191567051e-4,0.0011731036589864201
no UV,T6,PS,PS_no UV_T6, Oligoflexales,0.0010456839156545597,0.0014816291536467558
no UV,T1,PS,PS_no UV_T1, P.palmC41,0.0020506867866124977,0.003001898076974594
no UV,T6,PET,PET_no UV_T6, Bdellovibrionales,0.004252611630767756,0.0043324718942673235
no UV,T6,PET,PET_no UV_T6, NB1-j,9.966060344814094e-4,0.001137506637202744
UV,T6,PP,PP_UV_T6, Bdellovibrionales,0.01450397342015106,0.00155508171844223
UV,T6,PP,PP_UV_T6, Calditrichales,0.0015127745544607808,0.002043201323615271
NA,NA,negative_c,negative_c_, Bacteroidales,6.733403100051517e-4,0.0011122323316910914
UV,T6,PS,PS_UV_T6, Solirubrobacterales,3.9243789243789245e-4,5.608640739571873e-4
UV,T6,Nylon,Nylon_UV_T6, Microtrichales,0.005892979785869406,0.00110394337493793
no UV,T1,PP,PP_no UV_T1, Verrucomicrobiales,0.01318826889514411,0.005672542883086469
no UV,T1,Nylon,Nylon_no UV_T1, Betaproteobacteriales,0.016829837283986956,0.005818530116734208
UV,T6,PS,PS_UV_T6, Steroidobacterales,0.0022496866089450262,0.0022589050551290466
UV,T6,PS,PS_UV_T6, Rhodospirillales,0.0021456807497181804,5.843313252654311e-4
no UV,T6,PS,PS_no UV_T6, Lentisphaerales,0.00146887398011529,0.0011901578602522686
no UV,T6,PE,PE_no UV_T6, Cellvibrionales,0.021617927416280363,0.015322914636490634
UV,T1,PP,PP_UV_T1, Cytophagales,0.005046177282681139,0.007137313514825614
no UV,T6,PET,PET_no UV_T6, Rhodospirillales,0.005887357666662361,0.00420612532249628
no UV,T1,PP,PP_no UV_T1, Xanthomonadales,0.012296043393445403,0.0026152833204287507
no UV,T6,PP,PP_no UV_T6, Gammaproteobacteria Incertae Sedis,0.0018682538796667293,0.001175046868405284
no UV,T6,PS,PS_no UV_T6, HOC36,0.0011991788023561465,0.0017045254902698975
UV,T6,PET,PET_UV_T6, Vibrionales,0.02215177492821667,0.009212322477343646
UV,T6,PET,PET_UV_T6, Arenicellales,0.013029935654450868,0.005098373008692133
no UV,T1,PP,PP_no UV_T1, Corynebacteriales,0.011973498357389473,0.012011656689007128
UV,T6,PS,PS_UV_T6, Alteromonadales,0.0044225148947542635,0.002875262503918746
no UV,T6,PS,PS_no UV_T6, Bdellovibrionales,0.00242301563452902,0.00279078848519114
UV,T6,PET,PET_UV_T6, Microtrichales,0.010740882583647096,0.00624724654634425
no UV,T1,PE,PE_no UV_T1, Cellvibrionales,0.005698031604990558,0.0030380322376648873
UV,T6,PET,PET_UV_T6, Propionibacteriales,0.013388892090927805,0.01320614260628541
UV,T1,PE,PE_UV_T1, Deinococcales,0.0022133887433372483,0.002237846819998952
UV,T6,PP,PP_UV_T6, Planctomycetales,0.0010071774646692746,0.0014271324760713878
UV,T6,Nylon,Nylon_UV_T6, Arenicellales,0.011083690786243897,6.032670999145873e-4
UV,T6,PET,PET_UV_T6, Betaproteobacteriales,0.0152671950799045,0.004956700989433129
UV,T6,PP,PP_UV_T6, Piscirickettsiales,0.001148306731785475,0.0010730931325774855
UV,T6,PE,PE_UV_T6, Pirellulales,0.0019144305673579522,0.0010474263856787378
no UV,T6,PS,PS_no UV_T6, Micrococcales,0.017465049548231512,0.017016966192173893
no UV,T1,PE,PE_no UV_T1, Oceanospirillales,0.0051863624897960856,0.001244907784332553
no UV,T1,PP,PP_no UV_T1, Bacillales,0.00891216615267076,0.006317593230895882
no UV,T1,PS,PS_no UV_T1, Chitinophagales,0.02304171011215054,0.027112355816624144
no UV,T6,PS,PS_no UV_T6, Thermoanaerobaculales,0.0015938583570681707,0.0012046234537622022
UV,T6,PP,PP_UV_T6, unidentified marine bacterioplankton,7.248400696910451e-4,0.001038478946865104
no UV,T1,PP,PP_no UV_T1, Rhizobiales,0.01939083438885406,0.007520932895186907
no UV,T6,PS,PS_no UV_T6, Gammaproteobacteria Incertae Sedis,0.001957059805445231,0.0027694297918315017
no UV,T6,PS,PS_no UV_T6, Rhodobacterales,0.04156814580251192,0.013201513193401094
UV,T6,PET,PET_UV_T6, Xanthomonadales,0.02827349273466422,0.02486814346287033
UV,T6,PS,PS_UV_T6, Pirellulales,5.317292833286253e-4,7.522101064898177e-4
UV,T6,PP,PP_UV_T6, Lentisphaerales,9.20560638661588e-4,7.857677230121513e-4
UV,T1,PP,PP_UV_T1, Corynebacteriales,0.00436753120130186,0.003649821611566322
NA,NA,negative_c,negative_c_, Thiohalorhabdales,0.0015035937725751604,0.0021288420250759185
UV,T6,PP,PP_UV_T6, EV818SWSAP88,7.247869234006008e-4,9.717823734159847e-4
no UV,T1,PET,PET_no UV_T1, Bacillales,0.037429424695048785,0.009649041191834667
UV,T6,Nylon,Nylon_UV_T6, Cardiobacteriales,0.0012914196424468037,0.0018365748675352764
no UV,T6,PET,PET_no UV_T6, Obscuribacterales,0.0014004209549379337,0.001983645453980361
UV,T6,PP,PP_UV_T6, Myxococcales,0.004414305448993566,0.0013262582638061031
UV,T6,PET,PET_UV_T6, Micrococcales,0.014018988911925025,0.01802946616711832
UV,T1,PS,PS_UV_T1, Bacteroidales,0.0025817555938037868,0.0025841405879325225
UV,T6,PS,PS_UV_T6, Marine Benthic Group D and DHVEG-1,2.1693771693771693e-4,3.757471478141211e-4
no UV,T6,PS,PS_no UV_T6, Nostocales,0.0022686736338928108,0.0016245446542600905
no UV,T6,PET,PET_no UV_T6, Arenicellales,0.006260402957529397,0.004507639984128403
no UV,T6,PP,PP_no UV_T6, SS1-B-02-17,4.924945937499715e-4,3.53288799919013e-4
UV,T6,PP,PP_UV_T6, Thermoanaerobaculales,0.0029310998065452077,7.283286423270912e-4
UV,T1,PS,PS_UV_T1, Actinomycetales,9.091364038233774e-4,9.138106577899381e-4
UV,T1,Nylon,Nylon_UV_T1, Pirellulales,0.0018295134700442297,0.002588118738753015
no UV,T6,PP,PP_no UV_T6, Bacteroidales,0.0010428491221223424,7.412508086744957e-4
no UV,T1,Nylon,Nylon_no UV_T1, Cellvibrionales,0.0033917746291408694,0.0024296827601126667
no UV,T6,PS,PS_no UV_T6, Alteromonadales,0.009639182019661024,0.006568062794191716
no UV,T1,PP,PP_no UV_T1, Micrococcales,0.006692530368233275,0.007957090198425753
no UV,T6,PET,PET_no UV_T6, Coriobacteriales,0.002061746669486149,0.0029655955949349725
no UV,T6,Nylon,Nylon_no UV_T6, Eurycoccales,0.0012963823594158942,0.0018647032980988693
UV,T6,PS,PS_UV_T6, Ga0077536,4.1681291681291684e-4,5.912902749512382e-4
no UV,T6,PE,PE_no UV_T6, Arenicellales,0.00995475366657938,0.007206220798235485
UV,T6,Nylon,Nylon_UV_T6, SBR1031,0.0015427454958860834,0.002168742319239151
no UV,T6,PET,PET_no UV_T6, Synechococcales,0.0015770826367551628,0.0015074860800535128
UV,T6,PP,PP_UV_T6, Lactobacillales,7.68691482221436e-4,0.0010648437642528233
no UV,T1,PE,PE_no UV_T1, Acetobacterales,0.0021326508850501172,0.003042833433177677
no UV,T6,PS,PS_no UV_T6, Thiohalorhabdales,0.0017939714883247952,0.0025410198715231105
UV,T6,PET,PET_UV_T6, Rhodobacterales,0.08570992998952139,0.01568295344156222
UV,T6,PS,PS_UV_T6, Gammaproteobacteria Incertae Sedis,0.0010747676793783625,8.894717613387893e-4
UV,T6,Nylon,Nylon_UV_T6, Lactobacillales,0.0016304947599948042,0.0010442621697718886
UV,T6,Nylon,Nylon_UV_T6, Kiritimatiellales,7.876979208123453e-4,9.883987947268554e-4
UV,T6,PET,PET_UV_T6, Phycisphaerales,0.013462417328652082,0.0019186584566165204
UV,T6,Nylon,Nylon_UV_T6, Enterobacteriales,0.001754771759177612,0.0020946018131273
UV,T6,PET,PET_UV_T6,unassigned,0.030331037460222355,0.0021947336323874483
UV,T1,PE,PE_UV_T1, Oceanospirillales,0.010702840236376358,0.0048813598088809146
NA,NA,negative_c,negative_c_, Micavibrionales,0.001188527722801913,0.0013379067301118393
UV,T6,PP,PP_UV_T6, Vibrionales,0.016713451903355724,0.009145360760089729
UV,T6,Nylon,Nylon_UV_T6, Verrucomicrobiales,0.007487024541555819,0.002767666272727533
no UV,T6,PET,PET_no UV_T6, CCM11a,7.703344214307034e-4,0.0011276541271034845
UV,T6,PP,PP_UV_T6, Desulfobacterales,0.0018611241503023648,0.0016427044367035846
UV,T6,PS,PS_UV_T6, Sneathiellales,1.9256269256269254e-4,2.7562579827338635e-4
no UV,T6,PET,PET_no UV_T6, Piscirickettsiales,0.0010026682576774555,0.0014237866108036891
UV,T1,PS,PS_UV_T1, Arenicellales,0.0014846447695464327,0.001484890307424494
UV,T1,PS,PS_UV_T1, Corynebacteriales,0.002802715739886546,0.0018852372291568338
no UV,T6,PET,PET_no UV_T6, Enterobacteriales,0.005254884624457301,0.005417660453017859
no UV,T1,PET,PET_no UV_T1, Flavobacteriales,0.06389156742402037,0.058096581799333004
NA,NA,negative_c,negative_c_, Bdellovibrionales,0.003176933588096358,0.0036643457777168244
UV,T6,PET,PET_UV_T6, Myxococcales,0.004486922279980099,0.001060025904344974
no UV,T6,PP,PP_no UV_T6, Rhodospirillales,0.004134731852583436,0.002940695206996096
UV,T6,PE,PE_UV_T6, WCHB1-41,0.0011291908740962146,0.0013871832559014838
no UV,T1,PS,PS_no UV_T1, Xanthomonadales,0.010221872088076265,0.012041862606869696
NA,NA,negative_c,negative_c_, Rhodospirillales,0.001311773549381031,0.0020523512291108067
no UV,T6,PE,PE_no UV_T6, Balneolales,5.840713582833382e-4,8.276856372845228e-4
no UV,T6,PET,PET_no UV_T6, SS1-B-02-17,0.001358988382306634,0.0019313907223026145
UV,T6,PS,PS_UV_T6, Gaiellales,5.040350498219261e-4,7.263918178293611e-4
no UV,T6,Nylon,Nylon_no UV_T6, Enterobacteriales,0.0015276029502284253,9.352011199904528e-4
no UV,T1,PP,PP_no UV_T1, Pirellulales,0.003176124149544719,0.002682035325812021
UV,T6,PS,PS_UV_T6, Clostridiales,0.0012771283105774058,9.315578210648193e-4
