treatment,timepoint,Material,description,Family,Family_rep_rel_abund,st_dev_Family_abund
no UV,T6,Nylon,Nylon_no UV_T6, Saccharospirillaceae,0.01204807672560694,0.003177558789788472
no UV,T1,Nylon,Nylon_no UV_T1, Saccharospirillaceae,0.00601117498770142,0.005739741537584426
UV,T6,PP,PP_UV_T6, Chroococcidiopsaceae,0.002374017475960579,0.003364954993155621
no UV,T1,PE,PE_no UV_T1, Caulobacteraceae,0.004213356501949617,0.005918362066004858
UV,T6,PP,PP_UV_T6, DEV007,0.003896407925866048,0.0029583271199097576
no UV,T1,PS,PS_no UV_T1, Streptococcaceae,0.007787944134728046,0.009160157221624577
no UV,T6,PET,PET_no UV_T6, Coleofasciculaceae,0.0026102520757718887,0.0037438175502444593
UV,T1,PS,PS_UV_T1, Neisseriaceae,0.0026356615009925435,0.0026452632140338966
no UV,T6,PP,PP_no UV_T6, Xanthobacteraceae,0.00973935317649509,0.004139502798510884
UV,T6,PS,PS_UV_T6, Beijerinckiaceae,0.00714300669161695,0.007403636911138632
no UV,T6,PET,PET_no UV_T6, Rubinisphaeraceae,0.004193980404595756,0.005945993439670759
UV,T1,PP,PP_UV_T1, NS9 marine group,0.005531752832524041,0.007825909714913506
no UV,T6,PS,PS_no UV_T6, Marinifilaceae,0.006840198803807598,0.009751201976470333
UV,T6,PP,PP_UV_T6,unassigned,0.06561590582717255,0.012268755646639094
no UV,T1,PE,PE_no UV_T1, Cyclobacteriaceae,0.01380724566212131,0.011983825617269512
UV,T1,PET,PET_UV_T1, Prevotellaceae,0.0695803553581295,0.09214958253098139
no UV,T6,PS,PS_no UV_T6, Phycisphaeraceae,0.007704429977896202,0.006074068115621161
UV,T6,Nylon,Nylon_UV_T6, Nodosilineaceae,0.003969199992599861,0.00252856615408987
UV,T6,PE,PE_UV_T6, Saprospiraceae,0.05275474945620649,0.012527890761866738
no UV,T1,PS,PS_no UV_T1, Oleiphilaceae,0.019013734001055164,0.020537065875643145
UV,T6,PE,PE_UV_T6, Moraxellaceae,0.004730563691954732,0.0056326043586786235
no UV,T6,PS,PS_no UV_T6, NS7 marine group,0.0032598401024427287,0.004159028788888717
UV,T6,PP,PP_UV_T6, Puniceicoccaceae,0.010703994768214951,0.008337156792375235
UV,T6,Nylon,Nylon_UV_T6, Rhizobiaceae,0.02085311923543768,0.004149083997849342
UV,T6,PET,PET_UV_T6, Puniceicoccaceae,0.015470250767495223,0.013259679691463237
UV,T6,PS,PS_UV_T6, Balneolaceae,0.0015197994772112849,0.0011839500153811718
UV,T6,PE,PE_UV_T6, Puniceicoccaceae,0.005985159786666351,0.004829565278153228
UV,T6,PP,PP_UV_T6, Rhizobiales Incertae Sedis,0.002869660177349831,0.00364705275113375
UV,T6,PE,PE_UV_T6, Rhizobiaceae,0.028008865244266223,0.005533575559339326
no UV,T6,PP,PP_no UV_T6, Alcanivoracaceae,0.006953974138051348,0.007338777019753969
NA,NA,negative_c,negative_c_, Pseudomonadaceae,0.0013997939480604904,0.0022610204621466234
UV,T6,PP,PP_UV_T6, Corynebacteriaceae,0.004577265477589351,0.0061623142040453886
no UV,T1,PS,PS_no UV_T1, Staphylococcaceae,0.02635883077866831,0.019191668027521903
no UV,T6,PET,PET_no UV_T6, Xenococcaceae,0.0023398908050957616,0.00331159242549038
UV,T1,Nylon,Nylon_UV_T1, Saccharospirillaceae,0.001757014519438477,0.0024853083725529727
no UV,T6,PET,PET_no UV_T6, Burkholderiaceae,0.014593639199411704,0.00567918492552556
UV,T1,PP,PP_UV_T1, Caulobacteraceae,0.003191451432449086,0.002262367292232078
no UV,T6,PET,PET_no UV_T6, Rhodobacteraceae,0.0569339282641675,0.0437760895884673
UV,T1,PP,PP_UV_T1, Weeksellaceae,0.0013145052107931111,0.0018667856430363231
UV,T6,PS,PS_UV_T6, Hydrogenedensaceae,0.0018530048326366034,0.002665343444172953
no UV,T6,PET,PET_no UV_T6, Micrococcaceae,0.011646229742015507,0.011851518197516965
NA,NA,negative_c,negative_c_, Phycisphaeraceae,0.001908130847198243,0.0021763390084826154
UV,T6,Nylon,Nylon_UV_T6, Propionibacteriaceae,0.0035325999404148484,0.0028180338086054345
no UV,T6,PP,PP_no UV_T6, Micavibrionaceae,0.002908583634683538,0.002351911267879001
NA,NA,negative_c,negative_c_, Microtrichaceae,0.007580376032388115,0.00872057469681397
no UV,T6,PS,PS_no UV_T6, NS9 marine group,0.00313512550699769,0.0039802234236448525
UV,T6,PS,PS_UV_T6, Streptococcaceae,0.0040510493198266445,0.004897448448722273
UV,T6,PS,PS_UV_T6, Phycisphaeraceae,0.0031248489171882697,0.001551807699030295
no UV,T6,PS,PS_no UV_T6, Terasakiellaceae,0.011389893835805041,0.012979926537242335
UV,T1,PE,PE_UV_T1, Veillonellaceae,0.007308475704642917,0.006714298710745509
no UV,T6,PET,PET_no UV_T6, NS7 marine group,0.0062855822296728455,0.004896983923935496
NA,NA,negative_c,negative_c_, Leuconostocaceae,2.3372068958963459e-4,3.641817902881235e-4
UV,T6,PS,PS_UV_T6, Carnobacteriaceae,0.0035693035340306676,0.0026899483318379666
no UV,T1,PP,PP_no UV_T1, Fusobacteriaceae,0.005575895869971332,0.0056749436721543626
no UV,T6,Nylon,Nylon_no UV_T6, Porticoccaceae,0.0011693333170360051,0.001658911968451038
UV,T6,PS,PS_UV_T6, SM2D12,0.001578760117406386,0.0022525506175844505
UV,T1,Nylon,Nylon_UV_T1, Dermacoccaceae,0.006239835632027703,0.0066360818098748975
no UV,T6,PP,PP_no UV_T6, Phormidesmiaceae,0.0029029997502317303,0.0024297558544600284
UV,T1,Nylon,Nylon_UV_T1, Micrococcaceae,0.0034023988661468535,0.0027649261524410533
no UV,T6,PE,PE_no UV_T6, Saprospiraceae,0.030957329327659787,0.022538748736174806
no UV,T6,PET,PET_no UV_T6, Xanthomonadaceae,0.005980938417912602,0.006138487804795735
no UV,T6,PS,PS_no UV_T6, Staphylococcaceae,0.012570868634513416,0.013623527677863853
no UV,T1,PS,PS_no UV_T1, Xanthobacteraceae,0.09016319797278176,0.05570437213373531
no UV,T6,PP,PP_no UV_T6, Sphingomonadaceae,0.02125751377327201,0.0064909392300133845
UV,T6,PP,PP_UV_T6, Pseudoalteromonadaceae,0.00398571392062862,0.00305270308240826
UV,T6,PP,PP_UV_T6, Alteromonadaceae,0.005470408727921279,0.002759515221425073
NA,NA,negative_c,negative_c_, Cyclobacteriaceae,0.007275985969292174,0.010725551055609007
no UV,T6,PS,PS_no UV_T6, Beijerinckiaceae,0.005552632203136583,0.005319069364592683
UV,T6,PET,PET_UV_T6, Bacteriovoracaceae,0.012432892510013734,0.004104251561384862
UV,T1,PE,PE_UV_T1, Cryomorphaceae,0.004972900456173538,0.003658444208175975
UV,T6,PP,PP_UV_T6, Sphingomonadaceae,0.02994655814852501,0.009981657960547346
no UV,T6,Nylon,Nylon_no UV_T6, Xenococcaceae,0.0020464903912791794,0.002896349720183465
UV,T6,PET,PET_UV_T6, Lactobacillaceae,0.009769781389050106,0.013835471186866663
UV,T6,PS,PS_UV_T6, Rubinisphaeraceae,6.508131508131508e-4,9.226868873650451e-4
no UV,T6,Nylon,Nylon_no UV_T6, Spirosomaceae,0.004728785715382372,0.006814905537096427
NA,NA,negative_c,negative_c_, PS1 clade,0.0012312336155187414,0.0020487992647981786
UV,T6,PE,PE_UV_T6, NS7 marine group,0.0023691451487038535,0.002586510132926027
no UV,T1,PP,PP_no UV_T1, Saprospiraceae,0.026203121173224105,0.009035092642291602
no UV,T6,PP,PP_no UV_T6, Crocinitomicaceae,0.008377744444250842,0.004438520534488005
no UV,T6,PS,PS_no UV_T6, Rubritaleaceae,0.006595580534301628,0.007021521716552201
no UV,T6,Nylon,Nylon_no UV_T6, Puniceicoccaceae,0.006416685011700056,0.009077274626925133
no UV,T6,PET,PET_no UV_T6, Rubritaleaceae,0.010826878830410728,0.0052291054304145065
UV,T6,PS,PS_UV_T6, Prolixibacteraceae,0.004267783432627171,0.002409458978194933
UV,T6,PS,PS_UV_T6, 0319-6G20,0.0014379317501260042,0.0020386973251152163
UV,T1,PP,PP_UV_T1, Staphylococcaceae,0.004619038267098079,0.004356695269472836
UV,T6,Nylon,Nylon_UV_T6, NS9 marine group,0.00569374862516917,0.0018915819791160478
no UV,T6,PS,PS_no UV_T6, Phormidesmiaceae,0.0039036790665369905,0.00409311951480152
UV,T6,PE,PE_UV_T6, Cyclobacteriaceae,0.01745491914019144,0.004951853780569565
no UV,T1,PP,PP_no UV_T1, Lactobacillaceae,0.0026760715887821553,0.003789717485601572
UV,T6,PET,PET_UV_T6,unassigned,0.06574935276905433,0.01955894587742096
UV,T1,Nylon,Nylon_UV_T1, Lactobacillaceae,0.012505026135906714,0.017708986711643664
no UV,T6,PET,PET_no UV_T6, Blfdi19,0.002561361951257089,0.003639200140365479
no UV,T1,PP,PP_no UV_T1, Cyclobacteriaceae,0.014785316656888994,0.005144524237391112
NA,NA,negative_c,negative_c_, Nostocaceae,6.157192679682163e-4,0.001073185557748023
no UV,T6,PET,PET_no UV_T6, Phycisphaeraceae,0.0038172765009701613,0.0034240722461530235
NA,NA,negative_c,negative_c_, Woeseiaceae,0.002867836693352567,0.003456233202595472
no UV,T6,PP,PP_no UV_T6, Cryomorphaceae,0.0048337692237841135,7.698050993403164e-4
no UV,T6,Nylon,Nylon_no UV_T6, Weeksellaceae,7.079896599429835e-4,9.729243447329452e-4
UV,T6,PS,PS_UV_T6, Cryomorphaceae,0.0032773712900182623,0.0032925038942025206
no UV,T6,PS,PS_no UV_T6, Neisseriaceae,0.003046700284526602,0.0037999934852678023
no UV,T6,PP,PP_no UV_T6, Micrococcaceae,0.0020018886759741936,0.0014390934138115317
UV,T6,PP,PP_UV_T6, Microtrichaceae,0.01653349069714409,0.003459973417711015
no UV,T6,Nylon,Nylon_no UV_T6, NS9 marine group,0.0021198705248310222,0.002999034092248876
NA,NA,negative_c,negative_c_, Rhizobiales Incertae Sedis,9.094982048146826e-4,8.127201353389887e-4
UV,T6,PS,PS_UV_T6, P13-46,5.541947600072257e-4,7.29860494300101e-4
UV,T1,PE,PE_UV_T1, Cyclobacteriaceae,0.00999427163307459,0.0028579234606618885
no UV,T6,PS,PS_no UV_T6, Balneolaceae,0.003325607438424367,0.003359168372405091
no UV,T6,PET,PET_no UV_T6, Pirellulaceae,0.004153226119398465,0.004009542425391359
no UV,T6,PS,PS_no UV_T6, Amoebophilaceae,0.007017877503750242,0.009290799144408246
UV,T1,PE,PE_UV_T1, Flavobacteriaceae,0.042296313021959554,0.012090263009644794
UV,T1,PET,PET_UV_T1, Xanthomonadaceae,0.01781977335205112,0.010131472347463262
no UV,T6,Nylon,Nylon_no UV_T6, Leuconostocaceae,6.763391311079333e-4,9.596922957660366e-4
NA,NA,negative_c,negative_c_, Vibrionaceae,0.003440507579234527,0.005433352872807904
UV,T6,PS,PS_UV_T6, Phormidesmiaceae,0.003199353656304648,0.003093974659309379
NA,NA,negative_c,negative_c_, Hyphomicrobiaceae,0.003130303349963249,0.0032650247946962576
no UV,T6,PET,PET_no UV_T6, Pseudoalteromonadaceae,0.010373707851775063,0.004661543614209471
no UV,T1,PP,PP_no UV_T1, Acetobacteraceae,0.0026021619941216435,0.002807915813543085
no UV,T6,PP,PP_no UV_T6, NS9 marine group,0.008740172010245628,0.005724504476643344
no UV,T6,PP,PP_no UV_T6, Sedimenticolaceae,0.0010695181777159682,0.001364142704079674
UV,T6,PET,PET_UV_T6, Crocinitomicaceae,0.023923381449759865,0.015019870827489552
UV,T6,PP,PP_UV_T6, Pirellulaceae,0.007835956328265146,4.4978428529510953e-4
no UV,T1,PS,PS_no UV_T1, Porphyromonadaceae,0.012318664397439014,0.017851440679315947
UV,T6,PS,PS_UV_T6, Dietziaceae,0.0016173432367912353,0.002301006213790353
no UV,T6,Nylon,Nylon_no UV_T6, Sphingomonadaceae,0.01625796907148574,0.0036096210456826334
no UV,T6,PP,PP_no UV_T6, Gimesiaceae,0.0015067956483741673,0.0022057229747503237
UV,T6,PP,PP_UV_T6, Phycisphaeraceae,0.0059799318327491535,0.003658919676894908
no UV,T6,PET,PET_no UV_T6, Prevotellaceae,0.003999727436929259,0.0045267970184129334
no UV,T6,PE,PE_no UV_T6, Pseudoalteromonadaceae,0.009467103508009417,0.006849716267816874
UV,T6,PS,PS_UV_T6, DEV007,0.0014704907320516897,0.0016283396329017175
NA,NA,negative_c,negative_c_, Microscillaceae,5.172873253991993e-4,4.5499719536219746e-4
UV,T6,PS,PS_UV_T6, Chroococcidiopsaceae,0.001954549043746631,0.002760038109749674
UV,T6,PS,PS_UV_T6, Pseudomonadaceae,0.0011442770079491142,0.0011061206663043877
no UV,T6,PE,PE_no UV_T6, Rubinisphaeraceae,0.0014792242008697587,0.0020971622529603997
UV,T6,PP,PP_UV_T6, Phormidesmiaceae,0.007091921729062288,0.005715617180289399
UV,T6,PP,PP_UV_T6, Staphylococcaceae,0.002244515888279972,0.0021859233069762467
no UV,T6,PP,PP_no UV_T6, Veillonellaceae,0.0015871795122410022,0.0020898658724743803
UV,T1,Nylon,Nylon_UV_T1, Vibrionaceae,0.004769809768313633,0.0034741812621798176
NA,NA,negative_c,negative_c_, Blastocatellaceae,8.068269938800155e-4,0.0013723149584424583
no UV,T6,PET,PET_no UV_T6, Peptostreptococcaceae,0.0014443770401825692,0.0020468736154490436
no UV,T6,PET,PET_no UV_T6, Cryomorphaceae,0.00902559418152977,0.0025846896701854625
no UV,T6,PET,PET_no UV_T6, Veillonellaceae,0.0014169939839904539,0.002016902679736772
UV,T6,PET,PET_UV_T6, Saprospiraceae,0.06327609190508782,0.028850199824465666
no UV,T1,PE,PE_no UV_T1, SAR116 clade,0.002794929296412199,0.002052242262865268
UV,T6,PP,PP_UV_T6, Arenicellaceae,0.009396544942939084,0.006038849765456261
UV,T6,PET,PET_UV_T6, Moraxellaceae,0.02541511261789186,0.00926050796605503
no UV,T1,Nylon,Nylon_no UV_T1, Beijerinckiaceae,0.008775418224237122,0.012414091617841072
no UV,T6,Nylon,Nylon_no UV_T6, Caulobacteraceae,0.0019069935233278403,0.0019867776449499254
UV,T6,PS,PS_UV_T6, Thermoanaerobaculaceae,9.846485125227585e-4,7.537654180057972e-4
no UV,T6,PE,PE_no UV_T6, Cyclobacteriaceae,0.006150786501859306,0.004392971313804162
UV,T6,Nylon,Nylon_UV_T6, Cyclobacteriaceae,0.016743625519284336,0.0069473806164378335
UV,T6,PET,PET_UV_T6, Oleiphilaceae,0.03975696310229558,0.023577914602850844
no UV,T6,Nylon,Nylon_no UV_T6, Bdellovibrionaceae,0.005352915861785474,0.004783685759487398
no UV,T1,Nylon,Nylon_no UV_T1, Xanthomonadaceae,0.010864162503925488,0.008964894109253212
no UV,T6,PE,PE_no UV_T6, Puniceicoccaceae,0.004604870569437072,0.004683264696006886
no UV,T6,PP,PP_no UV_T6, Nocardiaceae,0.0017579282564365284,0.0024902398461178915
no UV,T6,Nylon,Nylon_no UV_T6, Psychromonadaceae,0.0025486312621866036,0.0036424507935376048
no UV,T6,PP,PP_no UV_T6, Bacteriovoracaceae,0.0051737711344167145,0.004219705427126459
UV,T6,PE,PE_UV_T6,unassigned,0.04105159435323327,0.007865605983112658
no UV,T6,PET,PET_no UV_T6, Thioalkalispiraceae,0.001199971420489554,0.0016007438961729693
no UV,T6,Nylon,Nylon_no UV_T6, Balneolaceae,0.0012311555740364781,0.0017446665915750044
no UV,T6,Nylon,Nylon_no UV_T6, Spongiibacteraceae,0.006098690381148769,0.008574008791458308
UV,T6,PET,PET_UV_T6, Cyclobacteriaceae,0.03446937823874226,0.011230194482102501
no UV,T1,PS,PS_no UV_T1, NS9 marine group,0.005467053631981746,0.004260261694549307
no UV,T6,PET,PET_no UV_T6, Halieaceae,0.012646320413737923,0.001299496831058401
UV,T1,PE,PE_UV_T1, Xanthomonadaceae,0.012304805247035651,0.0039579625395145986
no UV,T6,PET,PET_no UV_T6, NS9 marine group,0.006281445634597843,0.0031772767717147656
no UV,T6,PET,PET_no UV_T6, Marinifilaceae,0.001509447854803459,0.0014419722276347124
UV,T1,PE,PE_UV_T1, Saprospiraceae,0.0046289265401989535,0.001333777600342799
no UV,T1,Nylon,Nylon_no UV_T1, Oleiphilaceae,0.013609080051817296,0.008634684427376046
UV,T6,PP,PP_UV_T6, Fusobacteriaceae,0.001715145032327572,0.0017729083606336114
UV,T1,PP,PP_UV_T1, Streptococcaceae,0.003713869420286606,0.005212946910169686
UV,T6,Nylon,Nylon_UV_T6, Pirellulaceae,0.004797426613801899,0.0037011619748014753
no UV,T1,PE,PE_no UV_T1, Micrococcaceae,0.006258058897016246,0.003983280943201773
NA,NA,negative_c,negative_c_, NS7 marine group,0.00044923265383839856,7.483012568096956e-4
UV,T6,Nylon,Nylon_UV_T6, Pseudomonadaceae,0.003262343820271277,0.0043833471448398555
UV,T6,PE,PE_UV_T6, Terasakiellaceae,0.005570678800794083,0.0023074128997452583
no UV,T6,PP,PP_no UV_T6, Fusobacteriaceae,0.002223009445674617,0.0012853278799347676
UV,T6,Nylon,Nylon_UV_T6, NS7 marine group,0.0018269688758146864,8.92369089914514e-4
UV,T6,Nylon,Nylon_UV_T6, Crocinitomicaceae,0.00735899922610877,0.002926210138974486
no UV,T6,PP,PP_no UV_T6, NS7 marine group,0.001297326662674614,0.0010689968669616177
UV,T6,PS,PS_UV_T6, Weeksellaceae,9.635625129710339e-4,0.0013683967553822292
UV,T1,PET,PET_UV_T1, Pasteurellaceae,0.031385281385281384,0.04445052431469105
NA,NA,negative_c,negative_c_, Cryomorphaceae,9.340697764641798e-4,0.0013135847604902578
no UV,T6,PP,PP_no UV_T6, Halieaceae,0.008449554615678877,0.005106229259394644
no UV,T6,PET,PET_no UV_T6, Vibrionaceae,0.013808868826030725,0.009918736418283397
no UV,T6,PET,PET_no UV_T6, Microtrichaceae,0.006619339712435219,0.005504373699296814
UV,T6,PS,PS_UV_T6, Puniceicoccaceae,0.002752660676257825,0.002993180942514697
no UV,T6,Nylon,Nylon_no UV_T6, Cyanobacteriaceae,0.0025275379334523725,0.00357929253943916
UV,T6,PET,PET_UV_T6, Rubritaleaceae,0.019403269310872707,0.013753816154932406
UV,T1,PS,PS_UV_T1, Pseudomonadaceae,0.004461262449453223,0.004349824350830442
no UV,T6,PET,PET_no UV_T6, Fusobacteriaceae,0.0024185252274935443,6.294283876608218e-4
UV,T6,PET,PET_UV_T6, Balneolaceae,0.0015482321716325947,0.0021939948149631446
UV,T6,PE,PE_UV_T6, NS9 marine group,0.008009466962770759,0.002054437414883948
no UV,T6,PS,PS_no UV_T6, Flammeovirgaceae,0.0029931502906809415,0.0042389964988856195
no UV,T1,PS,PS_no UV_T1, Corynebacteriaceae,0.024401372568285992,0.02944124821970809
UV,T6,PS,PS_UV_T6, Flammeovirgaceae,3.6562536562536566e-4,5.17810498729451e-4
no UV,T6,PP,PP_no UV_T6, Lentisphaeraceae,0.0013719724802441697,0.0010339149333729964
no UV,T6,PP,PP_no UV_T6, TG3,6.243323112782163e-4,8.903903180363546e-4
no UV,T6,PET,PET_no UV_T6, Rhizobiaceae,0.020055407732330808,0.0019373038510381016
no UV,T1,PP,PP_no UV_T1, Crocinitomicaceae,0.012233304379218294,0.01032967429085476
UV,T6,PP,PP_UV_T6, Stappiaceae,0.0015890857986938182,0.0011453909679589333
UV,T6,PS,PS_UV_T6, Lentisphaeraceae,5.703755703755704e-4,8.088458559765516e-4
no UV,T6,PP,PP_no UV_T6, Clostridiaceae 1,0.0022264086322614646,0.0028698561147710907
no UV,T1,Nylon,Nylon_no UV_T1, Bdellovibrionaceae,0.0018407937861985363,0.0026046282403454327
no UV,T1,PP,PP_no UV_T1, Clade I,0.003365636242283648,0.003626163533288889
no UV,T6,PET,PET_no UV_T6, Tenderiaceae,0.0021674772679213363,0.0031409729678249475
no UV,T6,PP,PP_no UV_T6, Chitinophagaceae,5.207394116015949e-4,4.3423864448104154e-4
no UV,T1,PE,PE_no UV_T1, Vibrionaceae,0.00927504996122913,0.007794806985728077
UV,T6,PP,PP_UV_T6, Caulobacteraceae,0.0024384659480926564,0.0015212043991463715
UV,T1,Nylon,Nylon_UV_T1, Rhodobacteraceae,0.00727851400498043,0.00585037562369249
no UV,T6,PE,PE_no UV_T6, Streptococcaceae,0.0036577048440244405,0.0029435533320953692
UV,T6,PS,PS_UV_T6, Ilumatobacteraceae,5.533130533130533e-4,7.837598576930842e-4
no UV,T1,PS,PS_no UV_T1, Xenococcaceae,0.00400728854645856,0.004274054691660166
no UV,T6,Nylon,Nylon_no UV_T6, Family XI,9.452544185894852e-4,0.0013045290624386487
UV,T1,Nylon,Nylon_UV_T1, Enterobacteriaceae,0.0026180632638873793,3.73713681315163e-4
UV,T1,PS,PS_UV_T1, Microbacteriaceae,0.001192720236208651,0.0011950205666701142
no UV,T1,PP,PP_no UV_T1, Phormidesmiaceae,0.009010063997010497,0.004707866815575773
UV,T6,PS,PS_UV_T6, Blfdi19,0.0011321751063114616,0.001194561671799695
UV,T6,PS,PS_UV_T6, Rubritaleaceae,0.00530765104277512,0.00648198108238353
no UV,T6,Nylon,Nylon_no UV_T6, DEV007,0.002026622449449588,0.002868036664788022
no UV,T6,PET,PET_no UV_T6, Trueperaceae,9.529491705198958e-4,0.001362902075315009
UV,T1,Nylon,Nylon_UV_T1, Beijerinckiaceae,0.01564055607317859,0.013385760739718217
no UV,T6,PE,PE_no UV_T6, Crocinitomicaceae,0.00300250934400277,0.002457787177133376
no UV,T6,Nylon,Nylon_no UV_T6, Nitrosococcaceae,0.0033990118444700234,0.0033365587186872784
no UV,T6,Nylon,Nylon_no UV_T6, Rhizobiaceae,0.007884949119757742,0.005522278751851914
UV,T6,PET,PET_UV_T6, Rhizobiaceae,0.02830365460666627,0.011961171129774316
UV,T6,PE,PE_UV_T6, Cyanobacteriaceae,0.0026033434714802842,0.0018586178816929423
no UV,T1,PE,PE_no UV_T1, NS7 marine group,0.010538714276858223,0.014919255329602081
no UV,T6,PP,PP_no UV_T6, Vibrionaceae,0.009178698815602666,0.0035785169806172986
UV,T1,PS,PS_UV_T1, Dermabacteraceae,0.0012344237409711912,0.0012428499394108257
UV,T6,PS,PS_UV_T6, Desulfobacteraceae,9.783865516321266e-4,0.001388800798047111
no UV,T6,PS,PS_no UV_T6, Reyranellaceae,0.0011920511749189701,0.0016508436416082307
UV,T6,PS,PS_UV_T6, Bdellovibrionaceae,0.0024672521181813675,0.0020828884955985012
UV,T6,PS,PS_UV_T6, Microbacteriaceae,0.002866918728382145,0.003207337085577167
UV,T1,PS,PS_UV_T1, Streptococcaceae,0.004225019631751401,4.959719292633773e-4
no UV,T6,Nylon,Nylon_no UV_T6, Marinifilaceae,0.002686810065558166,0.0038302435898627885
no UV,T6,Nylon,Nylon_no UV_T6, Prolixibacteraceae,7.537514412949858e-4,0.0010674011553739927
no UV,T6,PS,PS_no UV_T6, Saccharospirillaceae,0.010927179171165067,0.005531782954081008
no UV,T6,PS,PS_no UV_T6, Alcanivoracaceae,0.002870148433511865,0.002586050649895974
UV,T6,PET,PET_UV_T6, Fusobacteriaceae,0.0048830645528533875,0.0017798934315156412
no UV,T1,PE,PE_no UV_T1, Corynebacteriaceae,0.0066818831219947385,0.0027271107477262533
UV,T6,PP,PP_UV_T6, Schleiferiaceae,0.0014744179991538545,0.001832534860455709
no UV,T1,PP,PP_no UV_T1, Spirochaetaceae,0.0014357146393385813,0.002065117442904521
no UV,T6,PS,PS_no UV_T6, Rhodothermaceae,0.0035981706353720964,0.005082381982722217
NA,NA,negative_c,negative_c_, Family X,3.769185773486353e-4,6.580030139181672e-4
no UV,T6,PP,PP_no UV_T6, Cyanobiaceae,0.0020627549316077133,0.0015626532031924566
no UV,T1,PE,PE_no UV_T1, Rhizobiaceae,0.005174129878981518,0.002603301185308279
UV,T1,Nylon,Nylon_UV_T1, Corynebacteriaceae,0.008393814432650082,0.003698966337248847
no UV,T1,PET,PET_no UV_T1, Deinococcaceae,0.011312217194570135,0.01634197100711799
no UV,T6,PP,PP_no UV_T6, Staphylococcaceae,0.001763528983705368,0.0019460181341222932
UV,T1,PET,PET_UV_T1, Fusobacteriaceae,0.010822510822510822,0.015341396620150313
UV,T6,PS,PS_UV_T6, Piscirickettsiaceae,3.266253266253266e-4,4.638072096505125e-4
no UV,T6,PS,PS_no UV_T6, Puniceicoccaceae,0.0031951518924924578,0.0040012913908755955
no UV,T6,PET,PET_no UV_T6, Midichloriaceae,0.0010495806491993334,0.001527364192677603
no UV,T6,PP,PP_no UV_T6, Hyphomicrobiaceae,0.0017381275382556975,0.0012314657134153805
