treatment,timepoint,Material,description,Genus,Genus_rep_rel_abund,st_dev_Genus_abund
no UV,T6,PP,PP_no UV_T6, Winogradskyella,0.006457265945151876,0.00459133008682689
no UV,T6,PP,PP_no UV_T6, Oleibacter,0.010667750355079927,0.00808164318959172
no UV,T6,PP,PP_no UV_T6, Dokdonia,0.004847063150373455,0.005424879395001233
NA,NA,negative_c,negative_c_, Terrimonas,5.272740754166701e-4,9.763218742194827e-4
UV,T6,PS,PS_UV_T6, Acaryochloris MBIC11017,0.0013162513162513162,0.0018840244438940335
UV,T6,PP,PP_UV_T6, Fluviicola,0.010192952803745235,0.009542742579964875
no UV,T6,Nylon,Nylon_no UV_T6, Urania-1B-19 marine sediment group,0.004671868502800676,0.006611500653189623
UV,T1,PE,PE_UV_T1, Bradyrhizobium,0.034443049041632284,9.262494809209283e-4
no UV,T6,PS,PS_no UV_T6, Marinoscillum,0.009851336144715636,0.012702566780663203
NA,NA,negative_c,negative_c_, Tessaracoccus,2.745947011192451e-4,4.7991624231933234e-4
NA,NA,negative_c,negative_c_, Alteromonas,0.0038751726364239427,0.006333369443658665
no UV,T6,Nylon,Nylon_no UV_T6, Oleibacter,0.011344058351050425,0.002782845501583525
UV,T6,Nylon,Nylon_UV_T6, Celeribacter,0.0035159252179034536,0.002655366523667987
no UV,T6,PS,PS_no UV_T6, Ekhidna,0.0038853393196339146,0.005498756186536922
no UV,T1,Nylon,Nylon_no UV_T1, Oleispira,0.0053826112558287495,0.0049231741097351105
NA,NA,negative_c,negative_c_, Sphingomonas,9.24058195607958e-4,5.648025412806985e-4
no UV,T1,PE,PE_no UV_T1, Caulobacter,0.0026985549341326,0.003850256613684942
no UV,T1,PS,PS_no UV_T1, Streptococcus,0.007768598032967551,0.00913301358069183
no UV,T6,PET,PET_no UV_T6, Caldora VP642b,0.0026102520757718887,0.0037438175502444593
no UV,T6,PP,PP_no UV_T6, Bradyrhizobium,0.006238477512444926,0.0034708778434322306
UV,T6,PP,PP_UV_T6, Pseudofulvibacter,0.006468722832732638,0.0045253713175393406
UV,T6,PS,PS_UV_T6, Methylobacterium,0.007089993896686533,0.007362130560899863
no UV,T6,PET,PET_no UV_T6, Planctomicrobium,0.004193980404595756,0.006032579073457466
UV,T6,PS,PS_UV_T6, Lewinella,0.006922227898613205,0.00894290318006507
no UV,T6,PS,PS_no UV_T6, Marinifilum,0.006840198803807598,0.009881558019271628
no UV,T1,PE,PE_no UV_T1, Marinoscillum,0.008731282715909129,0.00629490764955801
UV,T1,Nylon,Nylon_UV_T1, Lactococcus,0.0017509973464267016,0.0024911569064658143
UV,T1,PET,PET_UV_T1, Prevotella,0.04631254631254631,0.06395142845353015
NA,NA,negative_c,negative_c_, Litorimonas,0.0025813687447615464,0.004066535375930988
no UV,T6,PS,PS_no UV_T6, Urania-1B-19 marine sediment group,0.005008580023162792,0.006308828858344606
no UV,T1,PS,PS_no UV_T1, Croceibacter,0.020833333333333332,0.029600138923644687
UV,T6,Nylon,Nylon_UV_T6, Halomicronema TFEP1,0.003077892647939142,0.0017840504556403463
UV,T6,PS,PS_UV_T6, Winogradskyella,0.0057316890475953295,0.0023267273507763513
UV,T6,Nylon,Nylon_UV_T6, Xenococcus PCC-7305,0.003191209336074099,0.003530786012126306
no UV,T1,PE,PE_no UV_T1, Aureicoccus,0.00541510680885652,0.0048953537030709034
no UV,T6,Nylon,Nylon_no UV_T6, Acrophormium PCC-7375,0.0016623321869062878,0.0023366867585217443
UV,T6,PE,PE_UV_T6, Aureispira,0.0054552704162130665,0.0035226876277873733
no UV,T1,PS,PS_no UV_T1, Oleiphilus,0.019013734001055164,0.020537065875643145
UV,T6,PE,PE_UV_T6, Enhydrobacter,0.004298953123548009,0.005092875006089152
UV,T6,PP,PP_UV_T6, Cerasicoccus,0.0023197552789817077,0.0020515709447148475
UV,T6,Nylon,Nylon_UV_T6, Pseudahrensia,0.009140244595335464,0.0046683895122446644
UV,T6,PET,PET_UV_T6, Lentimonas,0.011889305608617113,0.008358006170070383
no UV,T6,PS,PS_no UV_T6, HTCC5015,0.01793779843232136,0.011686161833897701
UV,T6,PS,PS_UV_T6, Balneola,0.0015197994772112849,0.0011845824574210123
UV,T6,PE,PE_UV_T6, Lentimonas,0.004601803910027601,0.0036399959586488296
UV,T6,PS,PS_UV_T6, Marinoscillum,0.0035908785000636507,0.0018798920859378573
UV,T6,PP,PP_UV_T6, Phreatobacter,0.0026323151638223607,0.003690257940488104
UV,T6,PE,PE_UV_T6, Pseudahrensia,0.021138784421762973,0.00487065939740933
no UV,T6,PP,PP_no UV_T6, Alcanivorax,0.006953974138051348,0.007338777019753969
NA,NA,negative_c,negative_c_, Thalassococcus,0.0013298382634239561,0.0013317221234755857
NA,NA,negative_c,negative_c_, Pseudomonas,0.0013997939480604904,0.0022610204621466234
UV,T6,Nylon,Nylon_UV_T6, Pseudoruegeria,0.006239292641188361,0.004090951086592069
no UV,T1,Nylon,Nylon_no UV_T1, NS2b marine group,0.003786348194375851,0.005371950439629563
UV,T6,PP,PP_UV_T6, Turicella,0.0025070156538855412,0.0035478600528427687
no UV,T1,PS,PS_no UV_T1, Staphylococcus,0.02635883077866831,0.01919187165588764
UV,T6,PP,PP_UV_T6, Marinoscillum,0.0036079774846882926,0.002553635928372651
UV,T1,PS,PS_UV_T1, Acinetobacter,0.025959597166060465,0.016674196683257297
NA,NA,negative_c,negative_c_, Sulfitobacter,0.0026965957798547576,0.0038511932658728183
NA,NA,negative_c,negative_c_, Nonlabens,0.0033851288155769066,0.0058683832047271125
no UV,T6,PET,PET_no UV_T6, Chroococcidiopsis PCC-6712,0.0021280488392023183,0.0030200199789372217
UV,T1,PP,PP_UV_T1, Chryseobacterium,0.0013145052107931111,0.001873236447742027
no UV,T6,PET,PET_no UV_T6, Micrococcus,0.008333362898929584,0.010154851659199285
NA,NA,negative_c,negative_c_, Urania-1B-19 marine sediment group,0.0013111336626874665,0.0014422802333319733
NA,NA,negative_c,negative_c_, Altererythrobacter,0.0035639734158493027,0.005738392559428256
NA,NA,negative_c,negative_c_, Tenacibaculum,0.0037909456635871184,0.0038019496986077153
UV,T6,PE,PE_UV_T6, Saprospira,0.006387711399930353,0.007845656690112788
UV,T6,Nylon,Nylon_UV_T6, Cutibacterium,0.0035325999404148484,0.0028180358001224683
NA,NA,negative_c,negative_c_, Sva0996 marine group,0.004212647014254073,0.004058654084541006
UV,T6,PS,PS_UV_T6, Streptococcus,0.003939869029868448,0.004741109128339175
no UV,T6,PET,PET_no UV_T6, Litoreibacter,0.0023398908050957616,0.0033162912159417947
UV,T6,PS,PS_UV_T6, Urania-1B-19 marine sediment group,0.0031248489171882697,0.001552158588282723
no UV,T6,PP,PP_no UV_T6, Fabibacter,0.0037135405951468684,0.001938596952756828
NA,NA,negative_c,negative_c_, Thalassobius,0.0017908938597247558,0.002587399171101535
UV,T6,Nylon,Nylon_UV_T6, Enhydrobacter,0.0049397558759453975,0.005277012166238617
UV,T1,PE,PE_UV_T1, Veillonella,0.007308475704642917,0.00674942169866347
NA,NA,negative_c,negative_c_, Ulvibacter,0.0018720165134834862,0.003231578256426728
NA,NA,negative_c,negative_c_, Leuconostoc,2.3372068958963459e-4,3.642613841674015e-4
UV,T6,PS,PS_UV_T6, Acinetobacter,0.005240205791720182,0.0036918694075293236
UV,T6,PS,PS_UV_T6, Alloiococcus,0.002257376112523952,0.0017606053770127614
no UV,T1,PP,PP_no UV_T1, Cetobacterium,0.004259850905218318,0.006077889656302504
no UV,T6,Nylon,Nylon_no UV_T6, C1-B045,0.0011693333170360051,0.001661853441285049
UV,T1,Nylon,Nylon_UV_T1, Kytococcus,0.005112571254234131,0.007289324776252932
no UV,T6,PS,PS_no UV_T6, Aquibacter,0.0053969412949611655,0.004959754389882838
no UV,T6,PP,PP_no UV_T6, Phormidium MBIC10003,0.0012681911033418937,0.0011059544753430498
UV,T1,Nylon,Nylon_UV_T1, Micrococcus,0.003318016543219172,0.002736674063558348
no UV,T6,PET,PET_no UV_T6, Stenotrophomonas,0.005964365388860081,0.006115794106897903
no UV,T6,PS,PS_no UV_T6, Staphylococcus,0.012570868634513416,0.013623672226877135
no UV,T1,PS,PS_no UV_T1, Bradyrhizobium,0.08599086871838421,0.05515395648600955
NA,NA,negative_c,negative_c_, Acrophormium PCC-7375,0.00152464540233911,0.002604557009357382
no UV,T6,PP,PP_no UV_T6, Erythrobacter,0.013919406293978446,0.007228817981705409
UV,T6,PP,PP_UV_T6, Pseudoalteromonas,0.003952517522437824,0.0030779188407164507
UV,T6,PP,PP_UV_T6, Alteromonas,0.0025954792925503155,0.002368616846630203
NA,NA,negative_c,negative_c_, Aestuariivita,0.00339801131606341,0.0044827932665816575
UV,T6,PS,PS_UV_T6, Ruegeria,0.004816926333260922,0.0023692395850247396
no UV,T6,PS,PS_no UV_T6, Portibacter,0.0031211400336311787,0.0035890613670175884
no UV,T6,PP,PP_no UV_T6, Loktanella,0.0036823012246224042,0.0012266992489339016
NA,NA,negative_c,negative_c_, Fabibacter,0.0011311113472961144,0.0015812976418623933
NA,NA,negative_c,negative_c_, Roseovarius,0.0030779238665492197,0.004445429566690018
no UV,T6,PS,PS_no UV_T6, Methylobacterium,0.0053484345798512365,0.00530558038287025
UV,T6,PET,PET_UV_T6, Halobacteriovorax,0.005097919290310835,0.00491622153856932
no UV,T6,Nylon,Nylon_no UV_T6, Chroococcidiopsis PCC-6712,0.0016062095899681207,0.002279451938651259
UV,T6,PET,PET_UV_T6, Lactobacillus,0.009769781389050106,0.013835471186866663
UV,T6,PE,PE_UV_T6, Winogradskyella,0.013703266052693595,0.0018749154668650677
no UV,T6,PE,PE_no UV_T6, Thalassobius,0.01148387889758984,0.00814844842753952
UV,T6,Nylon,Nylon_UV_T6, [Polaribacter] huanghezhanensis,0.001217558769520443,0.0012353329754487895
NA,NA,negative_c,negative_c_, Ekhidna,0.0024901453398549697,0.003885981212023879
UV,T6,PS,PS_UV_T6, Ralstonia,0.003602241394645557,0.005101802871685273
no UV,T6,Nylon,Nylon_no UV_T6, Spirosoma,0.002824988868929729,0.00411096264627933
UV,T6,PE,PE_UV_T6, Aquibacter,0.010141418992347367,0.003833971584035698
no UV,T6,PP,PP_no UV_T6, Tenacibaculum,0.009349925841699554,0.004219684378288814
no UV,T6,PP,PP_no UV_T6, Fluviicola,0.0052497187917219575,0.005267225920122891
no UV,T6,PS,PS_no UV_T6, Rubritalea,0.005741765227024053,0.005843970850449687
no UV,T6,Nylon,Nylon_no UV_T6, Lentimonas,0.005438283231008815,0.00769406083326336
no UV,T6,PET,PET_no UV_T6, Rubritalea,0.00976766900094351,0.005840539066838807
UV,T6,PS,PS_UV_T6, Roseimarinus,0.0037360541492985457,0.0025695570272817113
UV,T6,PS,PS_UV_T6, Litoreibacter,0.0018197254894009916,2.5428914513139783e-4
NA,NA,negative_c,negative_c_, Loktanella,0.00285708080754063,0.0035883212704527884
UV,T1,PP,PP_UV_T1, Ralstonia,0.0015663864487893957,0.0022184506830889247
UV,T1,PP,PP_UV_T1, Staphylococcus,0.004619038267098079,0.004356741495092019
NA,NA,negative_c,negative_c_, Robiginitalea,8.764787321014425e-4,0.0011523026492532829
no UV,T6,PS,PS_no UV_T6, Phormidium MBIC10003,0.0016980371841363035,0.0024050010430204374
no UV,T6,PS,PS_no UV_T6, Tenacibaculum,0.014204823666823034,0.002343158172244057
UV,T6,PE,PE_UV_T6, Fabibacter,0.0034068530895149532,0.0016873807594115172
no UV,T1,PP,PP_no UV_T1, Lactobacillus,0.0026760715887821553,0.003789717485601572
NA,NA,negative_c,negative_c_, Reichenbachiella,7.276818610870729e-4,0.0012012081025431943
UV,T6,PP,PP_UV_T6, Lewinella,0.0061193262801807905,0.0025309335894344244
no UV,T6,Nylon,Nylon_no UV_T6, Pseudofulvibacter,0.006802226732224364,0.008506512237681948
NA,NA,negative_c,negative_c_, Alcaligenes,7.318960592391512e-4,0.0011783204743693314
UV,T6,PS,PS_UV_T6, Epibacterium,8.528686529806112e-4,0.001017470363694971
no UV,T6,PE,PE_no UV_T6, Saprospira,0.008313746414821943,0.005896924915007438
UV,T6,PP,PP_UV_T6, Afipia,0.0034830643962001045,0.0024686997419275866
UV,T1,Nylon,Nylon_UV_T1, Lactobacillus,0.012505026135906714,0.017708986711643664
UV,T6,PS,PS_UV_T6, Tropicimonas,0.0018641780153163022,0.0021435070191550155
NA,NA,negative_c,negative_c_, Croceitalea,0.0014844917504225424,0.0025657854641683536
NA,NA,negative_c,negative_c_, Kyrtuthrix C708,3.7976845360083414e-4,7.595369072016683e-4
NA,NA,negative_c,negative_c_, Aquimixticola,5.659595272510841e-4,9.898344988605293e-4
no UV,T6,PET,PET_no UV_T6, Urania-1B-19 marine sediment group,0.0031336047019504118,0.003685242579807741
no UV,T6,PS,PS_no UV_T6, Muricauda,0.010386615879283242,0.0052560543167920115
NA,NA,negative_c,negative_c_, Woeseia,0.0028094107774139774,0.003455318148426609
no UV,T6,Nylon,Nylon_no UV_T6, Chryseobacterium,6.926364595683654e-4,9.870420067149255e-4
UV,T6,PP,PP_UV_T6, Tenacibaculum,0.004384534492577897,0.0023746082583469452
no UV,T6,Nylon,Nylon_no UV_T6, Muricauda,0.0012346818849129056,0.0012072781183178865
UV,T6,PS,PS_UV_T6, Granulicatella,0.0013119274215067152,0.0018695629675563059
no UV,T6,PS,PS_no UV_T6, Neisseria,0.0027967315306208405,0.003978930683278716
no UV,T6,PP,PP_no UV_T6, Micrococcus,0.0014571522616453631,0.0012872593887592449
no UV,T6,Nylon,Nylon_no UV_T6, Marivivens,0.004278585989879693,0.003471641941482086
NA,NA,negative_c,negative_c_, Antarctobacter,5.279404367587382e-4,9.337197966130812e-4
NA,NA,negative_c,negative_c_, Lysobacter,1.7533487512099555e-4,3.0582008845481205e-4
UV,T6,PP,PP_UV_T6, Reichenbachiella,0.0029713948601712567,0.0021911188145267535
NA,NA,negative_c,negative_c_, Aureispira,0.0012960557593253176,0.0021079924130546703
UV,T6,PS,PS_UV_T6, NS5 marine group,0.00104224073648425,0.00143826489497289
UV,T6,PP,PP_UV_T6, Sva0996 marine group,0.01650029429895329,0.0034215272907203126
UV,T6,PS,PS_UV_T6, Muricauda,0.0028050731655196656,0.002188133461055133
NA,NA,negative_c,negative_c_, Phreatobacter,3.5501689590614803e-4,6.158703516511363e-4
no UV,T6,PP,PP_no UV_T6, Crocinitomix,0.00259887614176362,0.0025602592249793156
no UV,T6,PS,PS_no UV_T6, Balneola,0.003325607438424367,0.0033609627718898766
no UV,T6,PET,PET_no UV_T6, Rhodopirellula,0.0021141733498613977,0.002851475787765094
no UV,T6,PS,PS_no UV_T6, Candidatus Amoebophilus,0.007017877503750242,0.00929756292223432
UV,T1,PE,PE_UV_T1, Tenacibaculum,0.02409413586543968,0.02135333991684217
NA,NA,negative_c,negative_c_, Noviherbaspirillum,3.673447798405129e-4,6.419242261916627e-4
UV,T6,PE,PE_UV_T6, Marinoscillum,0.0032990808259136923,9.936891597988051e-4
UV,T6,PS,PS_UV_T6, Thalassococcus,0.0019454157054060197,0.0011291558975786604
UV,T1,PET,PET_UV_T1, Stenotrophomonas,0.017789708110476907,0.010112570584008093
no UV,T6,Nylon,Nylon_no UV_T6, Weissella,6.763391311079333e-4,9.990191046689027e-4
UV,T6,PS,PS_UV_T6, Pseudooceanicola,0.001897145301770163,0.002185663262762761
no UV,T6,Nylon,Nylon_no UV_T6, Dokdonia,0.004037891698524558,0.005715918846148746
UV,T6,PS,PS_UV_T6, Phormidesmis ANT.LACV5.1,0.001822608789165758,0.0015001506350330901
no UV,T6,PET,PET_no UV_T6, Winogradskyella,0.007650272651893379,0.00541969405826945
NA,NA,negative_c,negative_c_, Filomicrobium,0.0029750074923872477,0.003113719603335296
UV,T6,PS,PS_UV_T6, NS10 marine group,3.7537537537537537e-4,5.333358364620665e-4
no UV,T6,PE,PE_no UV_T6, Winogradskyella,0.0072112155751466395,0.0051878370824803444
no UV,T6,PET,PET_no UV_T6, Pseudoalteromonas,0.010356086085369198,0.004649652085369381
no UV,T1,PP,PP_no UV_T1, Roseomonas,0.0021535719590078718,0.0031208222608012305
UV,T6,PET,PET_UV_T6, Fluviicola,0.019728092545160277,0.01249353504533628
no UV,T6,PP,PP_no UV_T6, Aestuariivita,0.0036884837528618443,0.003592671033689393
no UV,T6,PP,PP_no UV_T6, Aquimarina,0.0019991227066107915,0.002040339190196048
UV,T6,PP,PP_UV_T6, Rhodopirellula,0.002126642189538291,0.0016106896690190999
UV,T6,PP,PP_UV_T6, Croceibacter,0.0012834324169758873,0.0018235093363965767
no UV,T1,PS,PS_no UV_T1, Porphyromonas,0.012318664397439014,0.017851440679315947
no UV,T6,PET,PET_no UV_T6, Crocinitomix,0.0034733517975270704,0.004172723950202209
UV,T6,PS,PS_UV_T6, Aestuariivita,0.008083794095455805,0.00433517595347403
no UV,T6,PS,PS_no UV_T6, Aquimarina,0.0020434006792148735,0.002897360012432034
no UV,T6,PP,PP_no UV_T6, NS10 marine group,8.708108509214094e-4,8.204395632530524e-4
UV,T6,PS,PS_UV_T6, Dietzia,0.0016173432367912353,0.002301006213790353
no UV,T6,Nylon,Nylon_no UV_T6, Sphingomonas,0.006596545017753198,0.005149624863574454
UV,T6,PP,PP_UV_T6, Winogradskyella,0.007980559531388157,0.0015589413895251427
UV,T6,PE,PE_UV_T6, Polaribacter 4,0.0016756426765750755,0.00136138501749231
no UV,T1,PS,PS_no UV_T1, Winogradskyella,0.00802252435899267,0.005809706222004036
UV,T6,PP,PP_UV_T6, Muricauda,0.003865006430682907,0.0010514833076667384
UV,T6,PP,PP_UV_T6, Urania-1B-19 marine sediment group,0.004523334397370916,0.0027715249370548448
no UV,T6,PET,PET_no UV_T6, Prevotella,0.003999727436929259,0.004533132636654592
no UV,T6,PS,PS_no UV_T6, Persicobacter,0.001439014562827376,0.0021065016252558564
no UV,T6,PE,PE_no UV_T6, Pseudoalteromonas,0.009081585392967299,0.006529475888746641
NA,NA,negative_c,negative_c_, Epibacterium,8.278162948423997e-4,0.0012324295512412366
NA,NA,negative_c,negative_c_, Parasphingopyxis,0.0020114148456763883,0.003489616937115075
UV,T6,PS,PS_UV_T6, Crinalium SAG 22.89,0.0019496740388716262,0.0027670852869215753
UV,T6,PS,PS_UV_T6, Pseudomonas,0.0011442770079491142,0.0011061206663043877
UV,T6,PP,PP_UV_T6, Nonlabens,0.001163734056843421,0.0016477035468003014
UV,T6,PP,PP_UV_T6, Zeaxanthinibacter,0.0018926182115512659,0.0016011155266896107
NA,NA,negative_c,negative_c_, Litoreibacter,0.0013215544073256556,0.0014880627127679795
UV,T6,PP,PP_UV_T6, Phormidium MBIC10003,0.001805897629014093,0.0019027257691388052
UV,T6,PP,PP_UV_T6, Staphylococcus,0.002244515888279972,0.002185946500165603
NA,NA,negative_c,negative_c_, Pseudoruegeria,0.0012994402922835858,0.001487928183789493
UV,T6,Nylon,Nylon_UV_T6, Aquibacter,0.00689330126654712,0.001268301602024087
no UV,T6,PP,PP_no UV_T6, Veillonella,0.0015871795122410022,0.0020970875460793476
UV,T6,PP,PP_UV_T6, Portibacter,0.005025192993575023,0.0012997398042566399
NA,NA,negative_c,negative_c_, Muriicola,0.0010568682173481706,0.0016623893478136932
NA,NA,negative_c,negative_c_, Blastocatella,7.855702980208199e-4,0.001335744015271771
no UV,T6,PET,PET_no UV_T6, Romboutsia,0.0014443770401825692,0.0020521805302812857
no UV,T6,PET,PET_no UV_T6, Zeaxanthinibacter,0.005524032572559105,0.003921206814351699
no UV,T6,PET,PET_no UV_T6, Veillonella,0.0014169939839904539,0.002023872224068724
UV,T6,PET,PET_UV_T6, Muricauda,0.011820637839626462,0.002791468596650459
no UV,T6,Nylon,Nylon_no UV_T6, Portibacter,0.004239195765633378,0.004869483155707087
UV,T6,PS,PS_UV_T6, Altererythrobacter,0.001112382248590309,5.17581236923869e-4
UV,T6,PP,PP_UV_T6, Arenicella,0.007856005977058964,0.004793188131092741
UV,T6,PET,PET_UV_T6, Enhydrobacter,0.01895326833879243,0.007672289266136708
UV,T6,PET,PET_UV_T6, Winogradskyella,0.010479533829217487,0.003761826758410734
UV,T6,PS,PS_UV_T6, Robiginitalea,9.582204793317935e-4,0.0013597613287279664
no UV,T1,Nylon,Nylon_no UV_T1, Methylobacterium,0.008669370874095283,0.012264334813876182
no UV,T6,PE,PE_no UV_T6, Loktanella,0.004785024227831763,0.003401914934420532
no UV,T6,Nylon,Nylon_no UV_T6, Brevundimonas,0.0015401022234530469,0.0021638719108872605
UV,T6,PP,PP_UV_T6, Aquibacter,0.008896907299432533,0.004177760958415368
UV,T6,PS,PS_UV_T6, Thalassolituus,0.0014909597316428234,0.0019182834233175809
UV,T6,PS,PS_UV_T6, Subgroup 10,9.846485125227585e-4,7.539193696190107e-4
no UV,T6,PE,PE_no UV_T6, Fabibacter,0.0013020177686968782,0.0015937182684679337
UV,T6,Nylon,Nylon_UV_T6, Reichenbachiella,0.0018000964393372538,0.0015587423467442786
no UV,T6,PET,PET_no UV_T6, Marinoscillum,0.002484381172059848,0.003414297289125151
UV,T6,PET,PET_UV_T6, Oleiphilus,0.03975696310229558,0.023577914602850844
no UV,T6,Nylon,Nylon_no UV_T6, Bdellovibrio,0.004725108052508595,0.004983249821132961
no UV,T1,Nylon,Nylon_no UV_T1, Stenotrophomonas,0.010864162503925488,0.008965030209315794
no UV,T6,PE,PE_no UV_T6, Lentimonas,0.004496944340189064,0.004535829629183625
no UV,T6,PP,PP_no UV_T6, Rhodococcus,0.0017579282564365284,0.002491629101370234
no UV,T6,Nylon,Nylon_no UV_T6, Psychromonas,0.0025486312621866036,0.0037308141520302268
no UV,T6,PP,PP_no UV_T6, Halobacteriovorax,0.001876251490279643,0.001834531943309156
UV,T6,Nylon,Nylon_UV_T6, Litoreibacter,0.003477134754361116,0.0019716731239051385
UV,T6,Nylon,Nylon_UV_T6, Aestuariivita,0.010799935272879046,0.0022805299590519397
no UV,T6,PET,PET_no UV_T6, Tenacibaculum,0.010763126716924839,0.00905486860917635
NA,NA,negative_c,negative_c_, Rubidimonas,0.002786236905357939,0.004718326465489488
no UV,T6,PET,PET_no UV_T6, Thiohalophilus,0.0011269659755713552,0.001601641086787534
NA,NA,negative_c,negative_c_, Maritimimonas,0.001637327989782283,0.0026185461652522748
no UV,T6,Nylon,Nylon_no UV_T6, Balneola,0.0012311555740364781,0.0017455985570158446
no UV,T6,Nylon,Nylon_no UV_T6, BD1-7 clade,0.006009017603078705,0.008499084303166387
UV,T6,PET,PET_UV_T6, Marinoscillum,0.0035257993858576965,0.0026094724311061606
UV,T1,Nylon,Nylon_UV_T1, Acinetobacter,0.005384097811610875,0.002351963199842028
no UV,T6,PET,PET_no UV_T6, OM60(NOR5) clade,0.00503876530997444,0.0022495129735067734
UV,T6,PS,PS_UV_T6, Zeaxanthinibacter,0.0018826567560802617,0.0014844805199619954
UV,T1,PE,PE_UV_T1, Stenotrophomonas,0.01008783912734007,0.0022897788147947305
UV,T1,PE,PE_UV_T1, Rubidimonas,0.0029812991236787423,0.0029887804381360235
no UV,T1,Nylon,Nylon_no UV_T1, Oleiphilus,0.013609080051817296,0.008634684427376046
UV,T6,PP,PP_UV_T6, Propionigenium,0.0016736495345890765,0.0017934650120210254
UV,T1,PP,PP_UV_T1, Streptococcus,0.0031056300463192512,0.0043526832258495695
no UV,T1,PE,PE_no UV_T1, Micrococcus,0.003065459417969629,0.0016932069349064201
UV,T6,Nylon,Nylon_UV_T6, Pseudomonas,0.003262343820271277,0.0043833471448398555
no UV,T6,PP,PP_no UV_T6, Maritimibacter,5.083726633143896e-4,4.359964255447404e-4
no UV,T6,PP,PP_no UV_T6, Propionigenium,0.0011180259702002278,0.0012985401118917514
UV,T6,Nylon,Nylon_UV_T6, Fluviicola,0.0052635430952710565,0.0034188120157035884
